Stephen Curry,32,GSW,PG,63,63,34.2,10.4,21.7,0.482,5.3,12.7,0.421,5.1,9,0.569,5.7,6.3,0.916,0.5,5,5.5,5.8,1.2,0.1,3.4,32,curryst01
Bradley Beal,27,WAS,SG,60,60,35.8,11.2,23,0.485,2.2,6.2,0.349,9,16.8,0.535,6.8,7.7,0.889,1.2,3.5,4.7,4.4,1.2,0.4,3.1,31.3,bealbr01
Damian Lillard,30,POR,PG,67,67,35.8,9,19.9,0.451,4.1,10.5,0.391,4.9,9.4,0.519,6.7,7.2,0.928,0.5,3.7,4.2,7.5,0.9,0.3,3,28.8,lillada01
Joel Embiid,26,PHI,C,51,51,31.1,9,17.6,0.513,1.1,3,0.377,7.9,14.6,0.541,9.2,10.7,0.859,2.2,8.4,10.6,2.8,1,1.4,3.1,28.5,embiijo01
Giannis Antetokounmpo,26,MIL,PF,61,61,33,10.3,18,0.569,1.1,3.6,0.303,9.2,14.4,0.636,6.5,9.5,0.685,1.6,9.4,11,5.9,1.2,1.2,3.4,28.1,antetgi01
Luka Dončić,21,DAL,PG,66,66,34.3,9.8,20.5,0.479,2.9,8.3,0.35,6.9,12.2,0.567,5.2,7.1,0.73,0.8,7.2,8,8.6,1,0.5,4.3,27.7,doncilu01
Zach LaVine,25,CHI,SG,58,58,35.1,9.8,19.4,0.507,3.4,8.2,0.419,6.4,11.1,0.571,4.4,5.1,0.849,0.6,4.4,5,4.9,0.8,0.5,3.5,27.4,lavinza01
Zion Williamson,20,NOP,PF,61,61,33.2,10.4,17,0.611,0.2,0.6,0.294,10.2,16.4,0.622,6,8.7,0.698,2.7,4.5,7.2,3.7,0.9,0.6,2.7,27,willizi01
Kevin Durant,32,BRK,PF,35,32,33.1,9.3,17.2,0.537,2.4,5.4,0.45,6.8,11.8,0.577,6,6.8,0.882,0.4,6.7,7.1,5.6,0.7,1.3,3.4,26.9,duranke01
Kyrie Irving,28,BRK,PG,54,54,34.9,10.2,20.1,0.506,2.8,7,0.402,7.4,13.1,0.561,3.7,4,0.922,1,3.8,4.8,6,1.4,0.7,2.4,26.9,irvinky01
Nikola Jokić,25,DEN,C,72,72,34.6,10.2,18,0.566,1.3,3.3,0.388,8.9,14.7,0.606,4.8,5.5,0.868,2.8,8,10.8,8.3,1.3,0.7,3.1,26.4,jokicni01
Donovan Mitchell,24,UTA,PG,53,53,33.4,9,20.6,0.438,3.4,8.7,0.386,5.7,11.9,0.476,5,6,0.845,0.9,3.5,4.4,5.2,1,0.3,2.8,26.4,mitchdo01
Jayson Tatum,22,BOS,SF,64,64,35.8,9.5,20.6,0.459,2.9,7.6,0.386,6.5,13,0.502,4.6,5.3,0.868,0.8,6.6,7.4,4.3,1.2,0.5,2.7,26.4,tatumja01
Devin Booker,24,PHO,SG,67,67,33.9,9.3,19.2,0.484,1.9,5.5,0.34,7.4,13.7,0.543,5.1,5.9,0.867,0.5,3.7,4.2,4.3,0.8,0.2,3.1,25.6,bookede01
Trae Young,22,ATL,PG,63,63,33.7,7.7,17.7,0.438,2.2,6.3,0.343,5.6,11.3,0.491,7.7,8.7,0.886,0.6,3.3,3.9,9.4,0.8,0.2,4.1,25.3,youngtr01
De'Aaron Fox,23,SAC,PG,58,58,35.1,9.1,19.1,0.477,1.8,5.5,0.322,7.3,13.6,0.539,5.2,7.2,0.719,0.6,2.9,3.5,7.2,1.5,0.5,3,25.2,foxde01
LeBron James,36,LAL,PG,45,45,33.4,9.4,18.3,0.513,2.3,6.3,0.365,7.1,12,0.591,4,5.7,0.698,0.6,7,7.7,7.8,1.1,0.6,3.7,25,jamesle01
Kawhi Leonard,29,LAC,SF,52,52,34.1,8.9,17.5,0.512,1.9,4.9,0.398,7,12.6,0.557,5,5.7,0.885,1.1,5.4,6.5,5.2,1.6,0.4,2,24.8,leonaka01
Karl-Anthony Towns,25,MIN,C,50,50,33.8,8.5,17.5,0.486,2.4,6.3,0.387,6.1,11.2,0.541,5.3,6.2,0.859,2.7,7.9,10.6,4.5,0.8,1.1,3.2,24.8,townska01
Jaylen Brown,24,BOS,SG,58,58,34.5,9.3,19.2,0.484,2.8,7.1,0.397,6.5,12.1,0.536,3.3,4.3,0.764,1.2,4.8,6,3.4,1.2,0.6,2.7,24.7,brownja02
James Harden,31,2TM,PG,44,43,36.6,7.8,16.7,0.466,2.8,7.6,0.362,5,9.1,0.553,6.3,7.3,0.861,0.8,7.1,7.9,10.8,1.2,0.8,4,24.6,hardeja01
James Harden,31,HOU,PG,8,8,36.3,7.5,16.9,0.444,3.1,9,0.347,4.4,7.9,0.556,6.6,7.5,0.883,0.6,4.5,5.1,10.4,0.9,0.8,4.3,24.8,hardeja01
James Harden,31,BRK,PG,36,35,36.6,7.8,16.6,0.471,2.7,7.3,0.366,5.2,9.4,0.552,6.3,7.3,0.856,0.8,7.7,8.5,10.9,1.3,0.8,4,24.6,hardeja01
Collin Sexton,22,CLE,SG,60,60,35.3,8.8,18.4,0.475,1.6,4.4,0.371,7.1,14,0.508,5.2,6.4,0.815,1,2.2,3.1,4.4,1,0.2,2.8,24.3,sextoco01
Julius Randle,26,NYK,PF,71,71,37.6,8.5,18.6,0.456,2.3,5.5,0.411,6.2,13.1,0.474,4.9,6,0.811,1.2,9,10.2,6,0.9,0.3,3.4,24.1,randlju01
Brandon Ingram,23,NOP,SF,61,61,34.3,8.4,18,0.466,2.3,6.1,0.381,6.1,11.9,0.51,4.6,5.2,0.878,0.6,4.3,4.9,4.9,0.7,0.6,2.5,23.8,ingrabr01
Shai Gilgeous-Alexander,22,OKC,SG,35,35,33.7,8.2,16.1,0.508,2,4.9,0.418,6.2,11.3,0.547,5.3,6.5,0.808,0.5,4.2,4.7,5.9,0.8,0.7,3,23.7,gilgesh01
Nikola Vučević,30,2TM,C,70,70,33.5,9.5,19.9,0.477,2.5,6.3,0.4,7,13.7,0.513,1.9,2.2,0.84,2.1,9.6,11.7,3.8,0.9,0.7,1.8,23.4,vucevni01
Nikola Vučević,30,ORL,C,44,44,34.1,9.9,20.6,0.48,2.7,6.5,0.406,7.3,14.1,0.515,2.1,2.5,0.827,2,9.8,11.8,3.8,1,0.6,1.9,24.5,vucevni01
Nikola Vučević,30,CHI,C,26,26,32.6,8.8,18.8,0.471,2.3,5.8,0.388,6.6,12.9,0.509,1.5,1.8,0.87,2.3,9.3,11.5,3.9,0.9,0.8,1.7,21.5,vucevni01
Paul George,30,LAC,SF,54,54,33.7,8.2,17.6,0.467,3.2,7.7,0.411,5.1,9.9,0.51,3.7,4.2,0.868,0.8,5.8,6.6,5.2,1.1,0.4,3.3,23.3,georgpa01
CJ McCollum,29,POR,SG,47,47,34,8.6,18.8,0.458,3.6,8.9,0.402,5,9.9,0.509,2.3,2.8,0.812,0.6,3.3,3.9,4.7,0.9,0.4,1.4,23.1,mccolcj01
Jerami Grant,26,DET,SF,54,54,33.9,7.4,17.3,0.429,2.1,6.1,0.35,5.3,11.2,0.473,5.4,6.4,0.845,0.6,4,4.6,2.8,0.6,1.1,2,22.3,grantje01
Russell Westbrook,32,WAS,PG,65,65,36.4,8.4,19,0.439,1.3,4.2,0.315,7,14.8,0.475,4.2,6.4,0.656,1.7,9.9,11.5,11.7,1.4,0.4,4.8,22.2,westbru01
Anthony Davis,27,LAL,PF,36,36,32.3,8.4,17,0.491,0.7,2.8,0.26,7.6,14.3,0.536,4.4,5.9,0.738,1.7,6.2,7.9,3.1,1.3,1.6,2.1,21.8,davisan02
DeMar DeRozan,31,SAS,PF,61,61,33.7,7.5,15.1,0.495,0.3,1.2,0.257,7.1,13.9,0.515,6.3,7.2,0.88,0.7,3.6,4.2,6.9,0.9,0.2,2,21.6,derozde01
Jimmy Butler,31,MIA,SF,52,52,33.6,7,14.2,0.497,0.5,2,0.245,6.6,12.2,0.538,6.9,8,0.863,1.8,5.1,6.9,7.1,2.1,0.3,2.1,21.5,butleji01
Pascal Siakam,26,TOR,PF,56,56,35.8,7.8,17.2,0.455,1.3,4.4,0.297,6.5,12.8,0.509,4.4,5.4,0.827,1.7,5.5,7.2,4.5,1.1,0.7,2.3,21.4,siakapa01
Malcolm Brogdon,28,IND,PG,56,56,34.5,7.9,17.5,0.453,2.6,6.7,0.388,5.3,10.8,0.493,2.7,3.2,0.864,1,4.2,5.3,5.9,0.9,0.3,2.1,21.2,brogdma01
Jamal Murray,23,DEN,PG,48,48,35.5,7.9,16.5,0.477,2.7,6.6,0.408,5.2,9.9,0.523,2.8,3.2,0.869,0.8,3.3,4,4.8,1.3,0.3,2.3,21.2,murraja01
Christian Wood,25,HOU,C,41,41,32.3,8,15.6,0.514,1.9,5,0.374,6.1,10.6,0.581,3,4.8,0.631,1.9,7.8,9.6,1.7,0.8,1.2,2,21,woodch01
John Wall,30,HOU,PG,40,40,32.2,7.3,18.2,0.404,2,6.2,0.317,5.4,11.9,0.449,4,5.3,0.749,0.4,2.8,3.2,6.9,1.1,0.8,3.5,20.6,walljo01
Khris Middleton,29,MIL,SF,68,68,33.4,7.5,15.8,0.476,2.2,5.4,0.414,5.3,10.4,0.508,3.1,3.5,0.898,0.8,5.2,6,5.4,1.1,0.1,2.6,20.4,middlkh01
Terry Rozier,26,CHO,SG,69,69,34.5,7.4,16.4,0.45,3.2,8.3,0.389,4.2,8.2,0.512,2.4,2.9,0.817,0.7,3.7,4.4,4.2,1.3,0.4,1.9,20.4,roziete01
Domantas Sabonis,24,IND,PF,62,62,36,7.8,14.6,0.535,0.8,2.6,0.321,7,12,0.582,3.9,5.3,0.732,2.4,9.5,12,6.7,1.2,0.5,3.4,20.3,sabondo01
Caris LeVert,26,2TM,SG,47,39,31.6,7.6,17.3,0.441,1.8,5.5,0.326,5.9,11.8,0.495,3.1,3.8,0.811,0.7,3.9,4.6,5.2,1.4,0.6,2.2,20.2,leverca01
Caris LeVert,26,BRK,SG,12,4,27.8,7.3,16.7,0.435,1.8,5.3,0.349,5.4,11.4,0.474,2.2,2.8,0.765,0.8,3.5,4.3,6,1.1,0.5,2.2,18.5,leverca01
Caris LeVert,26,IND,SG,35,35,32.9,7.8,17.5,0.443,1.8,5.6,0.318,6,12,0.501,3.4,4.2,0.822,0.7,4,4.6,4.9,1.5,0.7,2.2,20.7,leverca01
Kristaps Porziņģis,25,DAL,C,43,43,30.9,7.6,15.9,0.476,2.3,6,0.376,5.3,9.9,0.536,2.7,3.2,0.855,1.9,7,8.9,1.6,0.5,1.3,1.2,20.1,porzikr01
Victor Oladipo,28,3TM,SG,33,33,32.7,7.1,17.5,0.408,2.4,7.2,0.326,4.8,10.2,0.466,3.2,4.2,0.754,0.4,4.5,4.8,4.6,1.4,0.4,2.5,19.8,oladivi01
Victor Oladipo,28,IND,SG,9,9,33.3,7.1,16.9,0.421,2.8,7.7,0.362,4.3,9.2,0.47,3,4.1,0.73,0.1,5.6,5.7,4.2,1.7,0.2,2,20,oladivi01
Victor Oladipo,28,HOU,SG,20,20,33.5,7.8,19.1,0.407,2.5,7.7,0.32,5.3,11.4,0.465,3.3,4.2,0.783,0.4,4.4,4.8,5,1.2,0.5,2.6,21.2,oladivi01
Victor Oladipo,28,MIA,SG,4,4,27.8,4,10.8,0.372,1,4.3,0.235,3,6.5,0.462,3,4.5,0.667,0.8,2.8,3.5,3.5,1.8,0.5,3.5,12,oladivi01
Malik Beasley,24,MIN,SG,37,36,32.8,7.1,16.2,0.44,3.5,8.7,0.399,3.7,7.5,0.487,1.8,2.2,0.85,0.8,3.6,4.4,2.4,0.8,0.2,1.6,19.6,beaslma01
Gordon Hayward,30,CHO,SF,44,44,34,7.1,15,0.473,1.9,4.7,0.415,5.1,10.3,0.499,3.5,4.2,0.843,0.8,5,5.9,4.1,1.2,0.3,2.1,19.6,haywago01
Fred VanVleet,26,TOR,SG,52,52,36.5,6.5,16.7,0.389,3.3,9.2,0.366,3.2,7.6,0.416,3.3,3.7,0.885,0.6,3.6,4.2,6.3,1.7,0.7,1.8,19.6,vanvlfr01
Tobias Harris,28,PHI,PF,62,62,32.5,7.6,14.9,0.512,1.3,3.4,0.394,6.3,11.5,0.546,2.9,3.3,0.892,1,5.8,6.8,3.5,0.9,0.8,1.7,19.5,harrito02
Anthony Edwards,19,MIN,SG,72,55,32.1,7,16.8,0.417,2.4,7.2,0.329,4.6,9.6,0.483,2.9,3.8,0.776,0.8,3.8,4.7,2.9,1.1,0.5,2.2,19.3,edwaran01
Kemba Walker,30,BOS,PG,43,43,31.8,6.6,15.7,0.42,3,8.2,0.36,3.7,7.5,0.486,3.1,3.5,0.899,0.4,3.6,4,4.9,1.1,0.3,2,19.3,walkeke02
Ja Morant,21,MEM,PG,63,63,32.6,6.8,15.2,0.449,1.2,3.8,0.303,5.7,11.4,0.499,4.3,5.9,0.728,0.9,3.1,4,7.4,0.9,0.2,3.2,19.1,moranja01
Michael Porter Jr.,22,DEN,SF,61,54,31.3,7.3,13.4,0.542,2.8,6.3,0.445,4.5,7.1,0.628,1.7,2.2,0.791,1.5,5.8,7.3,1.1,0.7,0.9,1.3,19,portemi01
D'Angelo Russell,24,MIN,PG,42,26,28.5,6.7,15.5,0.431,2.9,7.4,0.387,3.8,8.1,0.471,2.7,3.5,0.765,0.4,2.3,2.6,5.8,1.1,0.4,2.7,19,russeda01
Bam Adebayo,23,MIA,C,64,64,33.5,7.1,12.5,0.57,0,0.1,0.25,7.1,12.4,0.573,4.4,5.5,0.799,2.2,6.7,9,5.4,1.2,1,2.6,18.7,adebaba01
Norman Powell,27,2TM,SF,69,58,32,6.3,13.3,0.477,2.5,6,0.411,3.9,7.3,0.532,3.4,3.9,0.871,0.6,2.5,3.1,1.9,1.2,0.3,1.7,18.6,powelno01
Norman Powell,27,TOR,SG,42,31,30.4,6.7,13.5,0.498,2.8,6.4,0.439,3.9,7.1,0.552,3.4,3.9,0.865,0.5,2.5,3,1.8,1.1,0.2,1.8,19.6,powelno01
Norman Powell,27,POR,SF,27,27,34.4,5.8,13,0.443,2,5.4,0.361,3.8,7.6,0.502,3.5,4,0.88,0.9,2.4,3.3,1.9,1.3,0.4,1.6,17,powelno01
Andrew Wiggins,25,GSW,PF,71,71,33.3,7.1,14.9,0.477,2,5.2,0.38,5.1,9.7,0.529,2.4,3.4,0.714,1.2,3.7,4.9,2.4,0.9,1,1.8,18.6,wiggian01
Jordan Clarkson,28,UTA,SG,68,1,26.7,6.7,15.8,0.425,3.1,8.8,0.347,3.7,7,0.523,1.9,2.1,0.896,0.7,3.3,4,2.5,0.9,0.1,1.7,18.4,clarkjo01
Eric Gordon,32,HOU,SG,27,13,29.2,5.9,13.6,0.433,2.6,7.8,0.329,3.3,5.8,0.573,3.5,4.2,0.825,0.3,1.9,2.1,2.6,0.5,0.5,1.9,17.8,gordoer01
Jrue Holiday,30,MIL,PG,59,56,32.3,7,13.9,0.503,1.9,4.8,0.392,5.1,9.2,0.561,1.8,2.3,0.787,1.2,3.3,4.5,6.1,1.6,0.6,2.2,17.7,holidjr01
RJ Barrett,20,NYK,SG,72,72,34.9,6.5,14.7,0.441,1.7,4.3,0.401,4.8,10.4,0.457,2.9,3.8,0.746,0.9,4.8,5.8,3,0.7,0.3,1.9,17.6,barrerj01
John Collins,23,ATL,PF,63,63,29.3,6.8,12.2,0.556,1.3,3.3,0.399,5.5,8.9,0.615,2.7,3.2,0.833,1.9,5.5,7.4,1.2,0.5,1,1.3,17.6,collijo01
Darius Garland,21,CLE,PG,54,50,33.1,6.7,14.9,0.451,1.9,4.9,0.395,4.8,9.9,0.479,2.1,2.4,0.848,0.4,2,2.4,6.1,1.2,0.1,3,17.4,garlada01
Dillon Brooks,25,MEM,SF,67,67,29.8,6.4,15.4,0.419,1.9,5.6,0.344,4.5,9.8,0.461,2.4,2.9,0.815,0.8,2.1,2.9,2.3,1.2,0.4,1.8,17.2,brookdi01
Kyle Lowry,34,TOR,PG,46,46,34.8,5.7,13,0.436,2.8,7.2,0.396,2.8,5.8,0.487,3,3.5,0.875,0.8,4.6,5.4,7.3,1,0.3,2.7,17.2,lowryky01
Evan Fournier,28,2TM,SF,42,36,30,5.9,12.9,0.457,2.8,6.7,0.413,3.1,6.1,0.504,2.6,3.3,0.788,0.2,2.8,3,3.4,1.1,0.5,1.7,17.1,fournev01
Evan Fournier,28,ORL,SF,26,26,30.3,6.5,14.2,0.461,2.8,7.2,0.388,3.7,7,0.536,3.8,4.7,0.797,0.2,2.7,2.9,3.7,1,0.3,2.1,19.7,fournev01
Evan Fournier,28,BOS,SF,16,10,29.5,4.8,10.8,0.448,2.8,5.9,0.463,2.1,4.8,0.429,0.6,0.9,0.714,0.3,3,3.3,3.1,1.3,0.6,1.2,13,fournev01
Jonas Valančiūnas,28,MEM,C,62,61,28.3,7.1,12,0.592,0.3,0.9,0.368,6.8,11.1,0.611,2.5,3.3,0.773,4.1,8.4,12.5,1.8,0.6,0.9,1.6,17.1,valanjo01
Bojan Bogdanović,31,UTA,SF,72,72,30.8,5.6,12.8,0.439,2.5,6.4,0.39,3.1,6.4,0.487,3.2,3.7,0.879,0.6,3.3,3.9,1.9,0.6,0.1,1.8,17,bogdabo02
Tim Hardaway Jr.,28,DAL,SG,70,31,28.4,5.8,13,0.447,3,7.6,0.391,2.9,5.5,0.524,2,2.5,0.816,0.3,3,3.3,1.8,0.4,0.2,0.9,16.6,hardati02
Buddy Hield,28,SAC,SG,71,71,34.3,5.7,14,0.406,4,10.2,0.391,1.7,3.8,0.446,1.2,1.5,0.846,0.4,4.3,4.7,3.6,0.9,0.4,1.8,16.6,hieldbu01
Kevin Porter Jr.,20,HOU,SG,26,23,32.1,6,14.1,0.425,1.9,6.2,0.311,4.1,7.9,0.515,2.7,3.6,0.734,0.8,3,3.8,6.3,0.7,0.3,3.5,16.6,porteke02
Bogdan Bogdanović,28,ATL,SG,44,27,29.7,6.1,12.8,0.473,3.3,7.6,0.438,2.8,5.3,0.522,0.9,1,0.909,0.5,3.2,3.6,3.3,1.1,0.3,1.2,16.4,bogdabo01
Chris Paul,35,PHO,PG,70,70,31.4,6.3,12.6,0.499,1.5,3.7,0.395,4.8,8.9,0.543,2.4,2.6,0.934,0.4,4.1,4.5,8.9,1.4,0.3,2.2,16.4,paulch01
Khyri Thomas,24,HOU,SG,5,2,30.6,6.4,13.2,0.485,1.8,5.4,0.333,4.6,7.8,0.59,1.8,1.8,1,1.4,2.2,3.6,5,1.8,1.2,1.2,16.4,thomakh01
Mike Conley,33,UTA,PG,51,51,29.4,5.6,12.5,0.444,2.7,6.6,0.412,2.9,6,0.479,2.4,2.8,0.852,0.7,2.8,3.5,6,1.4,0.2,1.9,16.2,conlemi01
Harrison Barnes,28,SAC,PF,58,58,36.2,5.5,11.1,0.497,1.7,4.4,0.391,3.8,6.7,0.567,3.4,4.1,0.83,1.1,5.5,6.6,3.5,0.7,0.2,1.6,16.1,barneha02
Elijah Bryant,25,MIL,SG,1,0,32,6,13,0.462,1,5,0.2,5,8,0.625,3,3,1,2,4,6,3,0,1,4,16,bryanel01
OG Anunoby,23,TOR,SF,43,43,33.3,5.8,12.1,0.48,2.4,6.1,0.398,3.4,6,0.562,1.9,2.4,0.784,1.3,4.3,5.5,2.2,1.5,0.7,1.7,15.9,anunoog01
LaMelo Ball,19,CHO,PG,51,31,28.8,5.7,13.2,0.436,1.8,5.1,0.352,3.9,8.1,0.489,2.5,3.2,0.758,1.2,4.7,5.9,6.1,1.6,0.4,2.8,15.7,ballla01
Dejounte Murray,24,SAS,PG,67,67,31.9,6.6,14.5,0.453,0.9,3,0.317,5.6,11.6,0.488,1.6,2,0.791,0.9,6.2,7.1,5.4,1.5,0.1,1.7,15.7,murrade01
Terrence Ross,29,ORL,SG,46,2,29.3,5.5,13.4,0.412,1.9,5.7,0.337,3.6,7.7,0.469,2.6,3,0.87,0.3,3.1,3.4,2.3,1,0.5,1.6,15.6,rosste01
T.J. Warren,27,IND,SF,4,4,29.3,6.8,12.8,0.529,0,1.8,0,6.8,11,0.614,2,2.5,0.8,0.5,3,3.5,1.3,0.5,0,1,15.5,warretj01
Kelly Oubre Jr.,25,GSW,SF,55,50,30.7,5.8,13.2,0.439,1.6,5.2,0.316,4.1,8,0.519,2.2,3.2,0.695,1.5,4.5,6,1.3,1,0.8,1.3,15.4,oubreke01
Dennis Schröder,27,LAL,SG,61,61,32.1,5.4,12.5,0.437,1.2,3.5,0.335,4.3,9,0.476,3.4,4,0.848,0.5,3,3.5,5.8,1.1,0.2,2.7,15.4,schrode01
Derrick White,26,SAS,SG,36,32,29.6,5.2,12.6,0.411,2.3,6.8,0.346,2.8,5.8,0.486,2.7,3.2,0.851,0.4,2.6,3,3.5,0.7,1,1.3,15.4,whitede01
Gary Trent Jr.,22,2TM,SG,58,38,31.1,5.5,13.5,0.408,2.8,7.4,0.385,2.7,6.1,0.435,1.4,1.8,0.783,0.5,2.2,2.6,1.4,1,0.2,0.7,15.3,trentga02
Gary Trent Jr.,22,POR,SG,41,23,30.8,5.3,12.8,0.414,3,7.4,0.397,2.3,5.3,0.438,1.4,1.8,0.773,0.5,1.7,2.2,1.4,0.9,0.1,0.8,15,trentga02
Gary Trent Jr.,22,TOR,SG,17,15,31.8,6.1,15.4,0.395,2.6,7.3,0.355,3.5,8.1,0.431,1.5,1.8,0.806,0.4,3.2,3.6,1.3,1.1,0.2,0.7,16.2,trentga02
Clint Capela,26,ATL,C,63,63,30.1,6.6,11,0.594,0,0,,6.6,11,0.594,2.1,3.6,0.573,4.7,9.6,14.3,0.8,0.7,2,1.2,15.2,capelca01
Tyler Herro,21,MIA,SG,54,15,30.3,5.7,12.9,0.439,2,5.5,0.36,3.7,7.4,0.498,1.7,2.2,0.803,0.5,4.5,5,3.4,0.6,0.3,1.9,15.1,herroty01
Coby White,20,CHI,PG,69,54,31.2,5.4,13.1,0.416,2.4,6.6,0.359,3.1,6.5,0.473,1.9,2.1,0.901,0.4,3.7,4.1,4.8,0.6,0.2,2.3,15.1,whiteco01
De'Andre Hunter,23,ATL,SF,23,19,29.5,5.2,10.8,0.484,1.3,4.1,0.326,3.9,6.7,0.582,3.2,3.7,0.859,0.7,4,4.8,1.9,0.8,0.5,1.3,15,huntede01
Andre Drummond,27,2TM,C,46,46,27,6.1,12.4,0.493,0,0.2,0,6.1,12.3,0.5,2.7,4.5,0.6,3.6,8.4,12,2,1.4,1.1,2.7,14.9,drumman01
Andre Drummond,27,CLE,C,25,25,28.9,7.2,15.2,0.474,0,0.3,0,7.2,14.9,0.484,3.1,5.2,0.597,4,9.4,13.5,2.6,1.6,1.2,3.2,17.5,drumman01
Andre Drummond,27,LAL,C,21,21,24.8,4.9,9.1,0.531,0,0,,4.9,9.1,0.531,2.2,3.6,0.605,3.1,7.1,10.2,1.4,1.1,1,2,11.9,drumman01
Devonte' Graham,25,CHO,PG,55,44,30.2,4.6,12.2,0.377,3.3,8.7,0.375,1.3,3.5,0.38,2.4,2.9,0.842,0.4,2.3,2.7,5.4,0.9,0.1,1.5,14.8,grahade01
Derrick Rose,32,2TM,PG,50,3,25.6,5.7,12.2,0.47,1,2.6,0.388,4.7,9.6,0.492,2.2,2.5,0.866,0.4,2.2,2.6,4.2,1,0.4,1.6,14.7,rosede01
Derrick Rose,32,DET,PG,15,0,22.8,5.3,12.3,0.429,0.9,2.6,0.333,4.4,9.7,0.455,2.8,3.3,0.84,0.4,1.5,1.9,4.2,1.2,0.3,1.9,14.2,rosede01
Derrick Rose,32,NYK,PG,35,3,26.8,5.9,12.2,0.487,1.1,2.6,0.411,4.9,9.6,0.507,1.9,2.2,0.883,0.4,2.5,2.9,4.2,0.9,0.4,1.4,14.9,rosede01
Lonzo Ball,23,NOP,PG,55,55,31.8,5.3,12.7,0.414,3.1,8.3,0.378,2.1,4.5,0.482,0.9,1.2,0.781,0.6,4.2,4.8,5.7,1.5,0.6,2.2,14.6,balllo01
